aqi,co,cosubindex,county,latitude,longitude,monitor_date,monitordate,no2,no2subindex,o3,o38subindex,o3subindex,pm10,pm10subindex,pm25subindex,pm2_5,site_name,siteid,sitename,so2,so2subindex,status
51,,3,,,,,2025-12-25,,51,,30,,,12,47,,,18,大園,,12,
34,,3,,,,,2025-12-25,,24,,30,,,27,34,,,17,桃園,,6,
52,,7,,,,,2025-12-25,,52,,,,,23,40,,,16,大同,,6,
36,,3,,,,,2025-12-25,,31,,30,,,32,36,,,15,松山,,6,
38,,3,,,,,2025-12-25,,38,,28,,,30,31,,,14,古亭,,6,
43,,5,,,,,2025-12-25,,43,,25,,,25,33,,,13,萬華,,6,
38,,3,,,,,2025-12-25,,38,,27,,,28,30,,,12,中山,,0,
48,,3,,,,,2025-12-25,,48,,32,,,25,29,,,11,士林,,6,
38,,3,,,,,2025-12-25,,19,,32,,,30,38,,,10,淡水,,6,
38,,3,,,,,2025-12-25,,21,,32,,,27,38,,,9,林口,,6,
31,,3,,,,,2025-12-25,,29,,29,,,25,31,,,8,菜寮,,0,
40,,3,,,,,2025-12-25,,24,,30,,,32,40,,,7,新莊,,0,
43,,5,,,,,2025-12-25,,40,,28,,,28,43,,,6,板橋,,6,
36,,3,,,,,2025-12-25,,36,,28,,,28,32,,,5,土城,,6,
35,,3,,,,,2025-12-25,,29,,30,,,28,35,,,4,新店,,6,
36,,3,,,,,2025-12-25,,19,,31,,,28,36,,,2,汐止,,12,
42,,3,,,,,2025-12-25,,17,,36,,,38,42,,,1,基隆,,6,
122,,7,,,,,2025-12-24,,54,,,,,99,122,,,140,林森,,12,
78,,5,,,,,2025-12-24,,45,,44,,,62,78,,,139,員林,,12,
64,,2,,,,,2025-12-24,,19,,49,,,63,64,,,85,大城,,6,
67,,1,,,,,2025-12-24,,12,,67,,,59,54,,,84,富貴角,,0,
69,,2,,,,,2025-12-24,,40,,,,,69,61,,,83,麥寮,,6,
31,,1,,,,,2025-12-24,,17,,31,,,18,19,,,80,關山,,6,
55,,2,,,,,2025-12-24,,10,,51,,,53,55,,,78,馬公,,0,
92,,5,,,,,2025-12-24,,59,,43,,,73,92,,,77,金門,,19,
93,,5,,,,,2025-12-24,,43,,30,,,78,93,,,75,馬祖,,6,
68,,3,,,,,2025-12-24,,40,,44,,,54,68,,,72,埔里,,6,
125,,9,,,,,2025-12-24,,59,,,,,93,125,,,71,復興,,12,
52,,5,,,,,2025-12-24,,43,,,,,50,52,,,70,永和,,12,
87,,3,,,,,2025-12-24,,45,,49,,,69,87,,,69,竹山,,25,
64,,8,,,,,2025-12-24,,56,,,,,54,64,,,68,中壢,,6,
64,,10,,,,,2025-12-24,,64,,,,,55,56,,,67,三重,,12,
38,,3,,,,,2025-12-24,,38,,31,,,32,36,,,66,冬山,,0,
38,,2,,,,,2025-12-24,,24,,34,,,23,38,,,65,宜蘭,,0,
48,,2,,,,,2025-12-24,,5,,48,,,23,15,,,64,陽明,,6,
36,,2,,,,,2025-12-24,,21,,36,,,22,24,,,63,花蓮,,6,
39,,2,,,,,2025-12-24,,17,,39,,,28,27,,,62,臺東,,6,
38,,1,,,,,2025-12-24,,2,,38,,,,,,,61,恆春,,6,
129,,5,,,,,2025-12-24,,36,,129,110,,86,107,,,60,潮州,,31,
115,,5,,,,,2025-12-24,,45,,115,,,83,103,,,59,屏東,,6,
112,,6,,,,,2025-12-24,,63,,90,,,97,112,,,58,小港,,19,
117,,7,,,,,2025-12-24,,57,,,,,102,117,,,57,前鎮,,25,
106,,6,,,,,2025-12-24,,57,,101,,,102,106,,,56,前金,,6,
111,,7,,,,,2025-12-24,,59,,97,,,92,111,,,54,左營,,19,
104,,3,,,,,2025-12-24,,50,,93,,,93,104,,,53,楠梓,,6,
112,,5,,,,,2025-12-24,,45,,112,,,94,103,,,52,林園,,25,
108,,6,,,,,2025-12-24,,55,,77,,,89,108,,,51,大寮,,44,
105,,8,,,,,2025-12-24,,59,,,,,86,105,,,50,鳳山,,12,
114,,6,,,,,2025-12-24,,60,,93,,,93,114,,,49,仁武,,25,
110,,5,,,,,2025-12-24,,48,,80,,,93,110,,,48,橋頭,,6,
90,,3,,,,,2025-12-24,,33,,90,,,63,75,,,47,美濃,,6,
110,,5,,,,,2025-12-24,,54,,50,,,96,110,,,46,臺南,,12,
115,,5,,,,,2025-12-24,,48,,49,,,91,115,,,45,安南,,12,
102,,3,,,,,2025-12-24,,29,,48,,,96,102,,,44,善化,,25,
96,,3,,,,,2025-12-24,,33,,45,,,87,96,,,43,新營,,12,
104,,3,,,,,2025-12-24,,36,,45,,,87,104,,,42,嘉義,,19,
67,,2,,,,,2025-12-24,,29,,,,,67,60,,,41,臺西,,12,
76,,3,,,,,2025-12-24,,31,,44,,,69,76,,,40,朴子,,6,
88,,3,,,,,2025-12-24,,29,,42,,,77,88,,,39,新港,,12,
80,,2,,,,,2025-12-24,,24,,44,,,73,80,,,38,崙背,,12,
98,,3,,,,,2025-12-24,,40,,47,,,82,98,,,37,斗六,,19,
75,,3,,,,,2025-12-24,,51,,48,,,67,75,,,36,南投,,6,
76,,3,,,,,2025-12-24,,31,,44,,,76,66,,,35,二林,,12,
62,,3,,,,,2025-12-24,,40,,,,,62,58,,,34,線西,,25,
66,,3,,,,,2025-12-24,,52,,38,,,61,66,,,33,彰化,,6,
64,,3,,,,,2025-12-24,,52,,38,,,55,64,,,32,西屯,,6,
59,,5,,,,,2025-12-24,,57,,34,,,53,59,,,31,忠明,,6,
69,,6,,,,,2025-12-24,,55,,41,,,69,69,,,30,大里,,12,
57,,2,,,,,2025-12-24,,40,,42,,,57,56,,,29,沙鹿,,6,
57,,3,,,,,2025-12-24,,48,,40,,,48,57,,,28,豐原,,19,
41,,2,,,,,2025-12-24,,26,,39,,,40,41,,,27,三義,,0,
54,,2,,,,,2025-12-24,,48,,37,,,45,54,,,26,苗栗,,25,
57,,3,,,,,2025-12-24,,48,,,,,57,55,,,25,頭份,,12,
52,,3,,,,,2025-12-24,,52,,37,,,51,52,,,24,新竹,,12,
40,,2,,,,,2025-12-24,,33,,36,,,35,40,,,23,竹東,,19,
55,,3,,,,,2025-12-24,,52,,39,,,55,48,,,22,湖口,,12,
47,,2,,,,,2025-12-24,,45,,37,,,47,47,,,21,龍潭,,6,
62,,5,,,,,2025-12-24,,59,,35,,,54,62,,,20,平鎮,,12,
54,,2,,,,,2025-12-24,,54,,46,,,48,50,,,19,觀音,,6,
56,,3,,,,,2025-12-24,,56,,38,,,48,48,,,18,大園,,12,
52,,3,,,,,2025-12-24,,52,,39,,,45,50,,,17,桃園,,19,
56,,7,,,,,2025-12-24,,56,,,,,42,55,,,16,大同,,19,
55,,3,,,,,2025-12-24,,55,,36,,,52,53,,,15,松山,,31,
50,,3,,,,,2025-12-24,,38,,40,,,50,43,,,14,古亭,,19,
53,,3,,,,,2025-12-24,,48,,37,,,42,53,,,13,萬華,,19,
53,,5,,,,,2025-12-24,,52,,35,,,50,53,,,12,中山,,19,
55,,5,,,,,2025-12-24,,55,,44,,,47,52,,,11,士林,,6,
51,,3,,,,,2025-12-24,,50,,39,,,51,47,,,10,淡水,,6,
51,,2,,,,,2025-12-24,,50,,41,,,45,51,,,9,林口,,12,
54,,5,,,,,2025-12-24,,54,,42,,,45,48,,,8,菜寮,,19,
55,,3,,,,,2025-12-24,,45,,43,,,55,51,,,7,新莊,,12,
54,,3,,,,,2025-12-24,,53,,38,,,47,54,,,6,板橋,,19,
50,,3,,,,,2025-12-24,,38,,40,,,48,50,,,5,土城,,12,
46,,3,,,,,2025-12-24,,31,,41,,,40,46,,,4,新店,,6,
54,,3,,,,,2025-12-24,,52,,43,,,45,54,,,2,汐止,,25,
48,,3,,,,,2025-12-24,,40,,46,,,43,48,,,1,基隆,,6,
83,,8,,,,,2025-12-23,,62,,,,,83,83,,,140,林森,,19,
70,,5,,,,,2025-12-23,,50,,41,,,61,70,,,139,員林,,12,
59,,2,,,,,2025-12-23,,33,,44,,,59,57,,,85,大城,,6,
55,,1,,,,,2025-12-23,,7,,44,,,55,42,,,84,富貴角,,0,
62,,2,,,,,2025-12-23,,38,,,,,62,48,,,83,麥寮,,6,
33,,2,,,,,2025-12-23,,17,,33,,,15,22,,,80,關山,,0,
55,,1,,,,,2025-12-23,,10,,44,,,55,52,,,78,馬公,,0,
52,,3,,,,,2025-12-23,,40,,46,,,51,52,,,77,金門,,12,
42,,2,,,,,2025-12-23,,17,,40,,,42,40,,,75,馬祖,,6,
69,,5,,,,,2025-12-23,,43,,48,,,51,69,,,72,埔里,,6,
89,,8,,,,,2025-12-23,,59,,,,,79,89,,,71,復興,,12,
55,,7,,,,,2025-12-23,,55,,,,,32,32,,,70,永和,,6,
86,,3,,,,,2025-12-23,,40,,61,,,72,86,,,69,竹山,,12,
57,,9,,,,,2025-12-23,,57,,,,,47,47,,,68,中壢,,12,
64,,11,,,,,2025-12-23,,64,,,,,52,39,,,67,三重,,19,
40,,3,,,,,2025-12-23,,40,,19,,,35,36,,,66,冬山,,0,
36,,3,,,,,2025-12-23,,36,,34,,,22,29,,,65,宜蘭,,6,
37,,1,,,,,2025-12-23,,2,,37,,,20,12,,,64,陽明,,19,
38,,3,,,,,2025-12-23,,38,,35,,,27,31,,,63,花蓮,,31,
36,,3,,,,,2025-12-23,,36,,36,,,25,24,,,62,臺東,,12,
43,,1,,,,,2025-12-23,,2,,43,,,18,19,,,61,恆春,,6,
100,,5,,,,,2025-12-23,,50,,100,,,79,89,,,60,潮州,,38,
99,,5,,,,,2025-12-23,,55,,90,,,90,99,,,59,屏東,,12,
89,,6,,,,,2025-12-23,,60,,47,,,89,89,,,58,小港,,19,
86,,7,,,,,2025-12-23,,56,,,,,86,81,,,57,前鎮,,12,
84,,5,,,,,2025-12-23,,55,,64,,,84,78,,,56,前金,,12,
81,,6,,,,,2025-12-23,,54,,54,,,81,81,,,54,左營,,12,
92,,5,,,,,2025-12-23,,53,,61,,,92,87,,,53,楠梓,,12,
92,,5,,,,,2025-12-23,,52,,90,,,92,89,,,52,林園,,25,
97,,5,,,,,2025-12-23,,60,,71,,,91,97,,,51,大寮,,38,
87,,8,,,,,2025-12-23,,60,,,,,86,87,,,50,鳳山,,25,
92,,6,,,,,2025-12-23,,67,,49,,,87,92,,,49,仁武,,25,
92,,5,,,,,2025-12-23,,52,,51,,,83,92,,,48,橋頭,,12,
77,,3,,,,,2025-12-23,,29,,77,,,67,72,,,47,美濃,,6,
78,,6,,,,,2025-12-23,,59,,50,,,78,77,,,46,臺南,,19,
84,,5,,,,,2025-12-23,,52,,50,,,79,84,,,45,安南,,19,
85,,5,,,,,2025-12-23,,51,,51,,,82,85,,,44,善化,,19,
85,,5,,,,,2025-12-23,,52,,48,,,79,85,,,43,新營,,19,
93,,5,,,,,2025-12-23,,50,,46,,,83,93,,,42,嘉義,,53,
55,,2,,,,,2025-12-23,,29,,,,,55,47,,,41,臺西,,6,
64,,3,,,,,2025-12-23,,33,,44,,,64,64,,,40,朴子,,12,
78,,3,,,,,2025-12-23,,40,,42,,,69,78,,,39,新港,,19,
71,,3,,,,,2025-12-23,,31,,39,,,67,71,,,38,崙背,,12,
92,,3,,,,,2025-12-23,,45,,54,,,86,92,,,37,斗六,,12,
72,,5,,,,,2025-12-23,,52,,49,,,65,72,,,36,南投,,6,
70,,3,,,,,2025-12-23,,33,,38,,,70,57,,,35,二林,,19,
58,,3,,,,,2025-12-23,,48,,,,,58,50,,,34,線西,,31,
57,,5,,,,,2025-12-23,,52,,35,,,57,57,,,33,彰化,,6,
82,5.0,,,,,2026-03-29 00:00:00,,51.0,,,,,65.0,,,82.0,林森,,,12.0,,
104,3.0,,,,,2026-03-29 00:00:00,,21.0,,,,,71.0,,,104.0,員林,,,19.0,,
106,8.0,,,,,2026-03-29 00:00:00,,54.0,,,,,73.0,,,106.0,臺灣大道,,,12.0,,
101,2.0,,,,,2026-03-29 00:00:00,,12.0,,,,,70.0,,,82.0,大城,,,6.0,,
115,2.0,,,,,2026-03-29 00:00:00,,12.0,,,,,79.0,,,99.0,富貴角,,,0.0,,
84,2.0,,,,,2026-03-29 00:00:00,,19.0,,,,,72.0,,,84.0,麥寮,,,19.0,,
47,2.0,,,,,2026-03-29 00:00:00,,7.0,,,,,28.0,,,47.0,關山,,,0.0,,
80,2.0,,,,,2026-03-29 00:00:00,,7.0,,,,,48.0,,,71.0,馬公,,,0.0,,
108,3.0,,,,,2026-03-29 00:00:00,,54.0,,,,,59.0,,,108.0,金門,,,25.0,,
101,5.0,,,,,2026-03-29 00:00:00,,21.0,,,,,61.0,,,95.0,馬祖,,,6.0,,
85,3.0,,,,,2026-03-29 00:00:00,,19.0,,,,,58.0,,,85.0,埔里,,,12.0,,
76,5.0,,,,,2026-03-29 00:00:00,,33.0,,,,,62.0,,,76.0,復興,,,6.0,,
112,9.0,,,,,2026-03-29 00:00:00,,55.0,,,,,88.0,,,112.0,永和,,,6.0,,
105,3.0,,,,,2026-03-29 00:00:00,,26.0,,,,,74.0,,,105.0,竹山,,,19.0,,
124,8.0,,,,,2026-03-29 00:00:00,,59.0,,,,,101.0,,,124.0,中壢,,,0.0,,
115,9.0,,,,,2026-03-29 00:00:00,,64.0,,,,,90.0,,,115.0,三重,,,6.0,,
64,3.0,,,,,2026-03-29 00:00:00,,38.0,,,,,51.0,,,64.0,冬山,,,25.0,,
61,2.0,,,,,2026-03-29 00:00:00,,17.0,,,,,35.0,,,56.0,宜蘭,,,12.0,,
56,2.0,,,,,2026-03-29 00:00:00,,5.0,,,,,35.0,,,56.0,陽明,,,6.0,,
46,3.0,,,,,2026-03-29 00:00:00,,12.0,,,,,33.0,,,44.0,花蓮,,,12.0,,
51,2.0,,,,,2026-03-29 00:00:00,,19.0,,,,,35.0,,,51.0,臺東,,,0.0,,
67,3.0,,,,,2026-03-29 00:00:00,,17.0,,,,,40.0,,,61.0,恆春,,,25.0,,
72,2.0,,,,,2026-03-29 00:00:00,,26.0,,,,,60.0,,,72.0,潮州,,,6.0,,
75,3.0,,,,,2026-03-29 00:00:00,,19.0,,,,,60.0,,,75.0,屏東,,,6.0,,
82,3.0,,,,,2026-03-29 00:00:00,,40.0,,,,,64.0,,,82.0,小港,,,12.0,,
77,3.0,,,,,2026-03-29 00:00:00,,29.0,,,,,69.0,,,77.0,前鎮,,,12.0,,
73,3.0,,,,,2026-03-29 00:00:00,,24.0,,,,,67.0,,,73.0,前金,,,6.0,,
76,5.0,,,,,2026-03-29 00:00:00,,26.0,,,,,67.0,,,76.0,左營,,,6.0,,
73,2.0,,,,,2026-03-29 00:00:00,,21.0,,,,,65.0,,,73.0,楠梓,,,6.0,,
76,3.0,,,,,2026-03-29 00:00:00,,29.0,,,,,68.0,,,76.0,林園,,,12.0,,
78,2.0,,,,,2026-03-29 00:00:00,,29.0,,,,,63.0,,,78.0,大寮,,,12.0,,
78,5.0,,,,,2026-03-29 00:00:00,,31.0,,,,,61.0,,,78.0,鳳山,,,12.0,,
84,3.0,,,,,2026-03-29 00:00:00,,33.0,,,,,65.0,,,84.0,仁武,,,25.0,,
80,3.0,,,,,2026-03-29 00:00:00,,26.0,,,,,64.0,,,80.0,橋頭,,,6.0,,
70,2.0,,,,,2026-03-29 00:00:00,,17.0,,,,,52.0,,,70.0,美濃,,,6.0,,
78,3.0,,,,,2026-03-29 00:00:00,,40.0,,,,,68.0,,,78.0,臺南,,,6.0,,
80,3.0,,,,,2026-03-29 00:00:00,,38.0,,,,,69.0,,,80.0,安南,,,19.0,,
76,2.0,,,,,2026-03-29 00:00:00,,19.0,,,,,71.0,,,76.0,善化,,,19.0,,
85,3.0,,,,,2026-03-29 00:00:00,,21.0,,,,,74.0,,,85.0,新營,,,12.0,,
96,5.0,,,,,2026-03-29 00:00:00,,21.0,,,,,76.0,,,96.0,嘉義,,,19.0,,
76,2.0,,,,,2026-03-29 00:00:00,,29.0,,,,,71.0,,,76.0,臺西,,,19.0,,
85,2.0,,,,,2026-03-29 00:00:00,,17.0,,,,,71.0,,,85.0,朴子,,,6.0,,
92,3.0,,,,,2026-03-29 00:00:00,,14.0,,,,,77.0,,,92.0,新港,,,12.0,,
95,3.0,,,,,2026-03-29 00:00:00,,17.0,,,,,84.0,,,95.0,崙背,,,6.0,,
109,5.0,,,,,2026-03-29 00:00:00,,24.0,,,,,84.0,,,109.0,斗六,,,19.0,,
104,3.0,,,,,2026-03-29 00:00:00,,31.0,,,,,72.0,,,104.0,南投,,,6.0,,
103,5.0,,,,,2026-03-29 00:00:00,,24.0,,,,,93.0,,,103.0,二林,,,19.0,,
100,5.0,,,,,2026-03-29 00:00:00,,29.0,,,,,83.0,,,100.0,線西,,,25.0,,
98,3.0,,,,,2026-03-29 00:00:00,,24.0,,,,,73.0,,,98.0,彰化,,,25.0,,
96,3.0,,,,,2026-03-29 00:00:00,,43.0,,,,,72.0,,,96.0,西屯,,,25.0,,
91,5.0,,,,,2026-03-29 00:00:00,,33.0,,,,,72.0,,,91.0,忠明,,,19.0,,
102,3.0,,,,,2026-03-29 00:00:00,,29.0,,,,,77.0,,,102.0,大里,,,19.0,,
107,3.0,,,,,2026-03-29 00:00:00,,24.0,,,,,84.0,,,107.0,沙鹿,,,6.0,,
101,5.0,,,,,2026-03-29 00:00:00,,38.0,,,,,65.0,,,101.0,豐原,,,6.0,,
92,3.0,,,,,2026-03-29 00:00:00,,31.0,,,,,68.0,,,92.0,三義,,,12.0,,
106,3.0,,,,,2026-03-29 00:00:00,,24.0,,,,,77.0,,,106.0,苗栗,,,12.0,,
104,5.0,,,,,2026-03-29 00:00:00,,40.0,,,,,93.0,,,104.0,頭份,,,12.0,,
107,5.0,,,,,2026-03-29 00:00:00,,40.0,,,,,90.0,,,107.0,新竹,,,0.0,,
103,3.0,,,,,2026-03-29 00:00:00,,29.0,,,,,74.0,,,103.0,竹東,,,6.0,,
103,3.0,,,,,2026-03-29 00:00:00,,40.0,,,,,86.0,,,103.0,湖口,,,6.0,,
122,5.0,,,,,2026-03-29 00:00:00,,36.0,,,,,90.0,,,122.0,龍潭,,,6.0,,
118,6.0,,,,,2026-03-29 00:00:00,,45.0,,,,,98.0,,,118.0,平鎮,,,0.0,,
98,3.0,,,,,2026-03-29 00:00:00,,31.0,,,,,73.0,,,98.0,觀音,,,6.0,,
101,3.0,,,,,2026-03-29 00:00:00,,57.0,,,,,81.0,,,101.0,大園,,,6.0,,
110,6.0,,,,,2026-03-29 00:00:00,,53.0,,,,,88.0,,,110.0,桃園,,,12.0,,
109,9.0,,,,,2026-03-29 00:00:00,,61.0,,,,,77.0,,,109.0,大同,,,6.0,,
114,5.0,,,,,2026-03-29 00:00:00,,50.0,,,,,81.0,,,114.0,松山,,,12.0,,
102,5.0,,,,,2026-03-29 00:00:00,,51.0,,,,,80.0,,,102.0,古亭,,,6.0,,
117,6.0,,,,,2026-03-29 00:00:00,,57.0,,,,,82.0,,,117.0,萬華,,,6.0,,
118,6.0,,,,,2026-03-29 00:00:00,,54.0,,,,,84.0,,,118.0,中山,,,0.0,,
95,3.0,,,,,2026-03-29 00:00:00,,31.0,,,,,76.0,,,95.0,士林,,,6.0,,
102,5.0,,,,,2026-03-29 00:00:00,,36.0,,,,,80.0,,,102.0,淡水,,,6.0,,
88,5.0,,,,,2026-03-29 00:00:00,,52.0,,,,,57.0,,,88.0,林口,,,6.0,,
102,5.0,,,,,2026-03-29 00:00:00,,54.0,,,,,82.0,,,102.0,菜寮,,,0.0,,
98,5.0,,,,,2026-03-29 00:00:00,,55.0,,,,,73.0,,,98.0,新莊,,,0.0,,
115,7.0,,,,,2026-03-29 00:00:00,,56.0,,,,,80.0,,,115.0,板橋,,,19.0,,
109,6.0,,,,,2026-03-29 00:00:00,,51.0,,,,,87.0,,,109.0,土城,,,0.0,,
104,5.0,,,,,2026-03-29 00:00:00,,40.0,,,,,71.0,,,104.0,新店,,,6.0,,
106,3.0,,,,,2026-03-29 00:00:00,,55.0,,,,,72.0,,,106.0,汐止,,,6.0,,
102,3.0,,,,,2026-03-29 00:00:00,,51.0,,,,,69.0,,,102.0,基隆,,,25.0,,
85,6.0,,,,,2026-03-28 00:00:00,,40.0,,,,,64.0,,,85.0,林森,,,12.0,,
91,3.0,,,,,2026-03-28 00:00:00,,31.0,,,,,62.0,,,91.0,員林,,,31.0,,
84,8.0,,,,,2026-03-28 00:00:00,,53.0,,,,,61.0,,,84.0,臺灣大道,,,6.0,,
87,3.0,,,,,2026-03-28 00:00:00,,24.0,,,,,60.0,,,63.0,大城,,,25.0,,
101,1.0,,,,,2026-03-28 00:00:00,,5.0,,,,,61.0,,,65.0,富貴角,,,0.0,,
69,3.0,,,,,2026-03-28 00:00:00,,21.0,,,,,62.0,,,69.0,麥寮,,,19.0,,
39,2.0,,,,,2026-03-28 00:00:00,,14.0,,,,,22.0,,,39.0,關山,,,0.0,,
71,1.0,,,,,2026-03-28 00:00:00,,7.0,,,,,53.0,,,64.0,馬公,,,0.0,,
71,3.0,,,,,2026-03-28 00:00:00,,26.0,,,,,43.0,,,70.0,金門,,,6.0,,
93,2.0,,,,,2026-03-28 00:00:00,,17.0,,,,,53.0,,,63.0,馬祖,,,0.0,,
86,3.0,,,,,2026-03-28 00:00:00,,17.0,,,,,60.0,,,86.0,埔里,,,6.0,,
85,6.0,,,,,2026-03-28 00:00:00,,45.0,,,,,64.0,,,85.0,復興,,,12.0,,
52,5.0,,,,,2026-03-28 00:00:00,,40.0,,,,,45.0,,,52.0,永和,,,6.0,,
111,3.0,,,,,2026-03-28 00:00:00,,36.0,,,,,73.0,,,111.0,竹山,,,12.0,,
72,7.0,,,,,2026-03-28 00:00:00,,57.0,,,,,64.0,,,72.0,中壢,,,6.0,,
62,10.0,,,,,2026-03-28 00:00:00,,62.0,,,,,50.0,,,56.0,三重,,,12.0,,
46,2.0,,,,,2026-03-28 00:00:00,,21.0,,,,,33.0,,,46.0,冬山,,,0.0,,
44,2.0,,,,,2026-03-28 00:00:00,,17.0,,,,,27.0,,,40.0,宜蘭,,,6.0,,
67,2.0,,,,,2026-03-28 00:00:00,,5.0,,,,,10.0,,,6.0,陽明,,,6.0,,
54,3.0,,,,,2026-03-28 00:00:00,,26.0,,,,,32.0,,,41.0,花蓮,,,6.0,,
46,2.0,,,,,2026-03-28 00:00:00,,17.0,,,,,27.0,,,44.0,臺東,,,6.0,,
49,2.0,,,,,2026-03-28 00:00:00,,0.0,,,,,22.0,,,31.0,恆春,,,0.0,,
77,3.0,,,,,2026-03-28 00:00:00,,43.0,,,,,59.0,,,75.0,潮州,,,19.0,,
81,5.0,,,,,2026-03-28 00:00:00,,29.0,,,,,62.0,,,81.0,屏東,,,31.0,,
87,5.0,,,,,2026-03-28 00:00:00,,53.0,,,,,64.0,,,87.0,小港,,,25.0,,
81,5.0,,,,,2026-03-28 00:00:00,,48.0,,,,,63.0,,,81.0,前鎮,,,12.0,,
78,5.0,,,,,2026-03-28 00:00:00,,36.0,,,,,64.0,,,78.0,前金,,,6.0,,
84,5.0,,,,,2026-03-28 00:00:00,,40.0,,,,,64.0,,,84.0,左營,,,12.0,,
83,3.0,,,,,2026-03-28 00:00:00,,38.0,,,,,67.0,,,83.0,楠梓,,,6.0,,
87,5.0,,,,,2026-03-28 00:00:00,,33.0,,,,,68.0,,,87.0,林園,,,31.0,,
93,6.0,,,,,2026-03-28 00:00:00,,43.0,,,,,69.0,,,93.0,大寮,,,52.0,,
88,6.0,,,,,2026-03-28 00:00:00,,51.0,,,,,62.0,,,88.0,鳳山,,,38.0,,
93,5.0,,,,,2026-03-28 00:00:00,,50.0,,,,,65.0,,,93.0,仁武,,,19.0,,
90,3.0,,,,,2026-03-28 00:00:00,,40.0,,,,,67.0,,,90.0,橋頭,,,12.0,,
84,5.0,,,,,2026-03-28 00:00:00,,17.0,,,,,59.0,,,76.0,美濃,,,25.0,,
76,3.0,,,,,2026-03-28 00:00:00,,33.0,,,,,63.0,,,76.0,臺南,,,12.0,,
83,3.0,,,,,2026-03-28 00:00:00,,26.0,,,,,63.0,,,83.0,安南,,,12.0,,
83,3.0,,,,,2026-03-28 00:00:00,,31.0,,,,,68.0,,,83.0,善化,,,25.0,,
80,3.0,,,,,2026-03-28 00:00:00,,24.0,,,,,65.0,,,80.0,新營,,,12.0,,
97,3.0,,,,,2026-03-28 00:00:00,,29.0,,,,,70.0,,,97.0,嘉義,,,19.0,,
60,2.0,,,,,2026-03-28 00:00:00,,17.0,,,,,57.0,,,60.0,臺西,,,12.0,,
80,3.0,,,,,2026-03-28 00:00:00,,26.0,,,,,64.0,,,79.0,朴子,,,19.0,,
81,3.0,,,,,2026-03-28 00:00:00,,19.0,,,,,67.0,,,81.0,新港,,,12.0,,
82,5.0,,,,,2026-03-28 00:00:00,,26.0,,,,,69.0,,,82.0,崙背,,,12.0,,
108,3.0,,,,,2026-03-28 00:00:00,,31.0,,,,,78.0,,,108.0,斗六,,,19.0,,
98,3.0,,,,,2026-03-28 00:00:00,,36.0,,,,,64.0,,,98.0,南投,,,19.0,,
81,5.0,,,,,2026-03-28 00:00:00,,29.0,,,,,72.0,,,81.0,二林,,,25.0,,
68,3.0,,,,,2026-03-28 00:00:00,,38.0,,,,,59.0,,,68.0,線西,,,19.0,,
79,3.0,,,,,2026-03-28 00:00:00,,38.0,,,,,60.0,,,79.0,彰化,,,25.0,,
72,3.0,,,,,2026-03-28 00:00:00,,45.0,,,,,60.0,,,72.0,西屯,,,12.0,,
74,3.0,,,,,2026-03-28 00:00:00,,38.0,,,,,60.0,,,74.0,忠明,,,6.0,,
87,3.0,,,,,2026-03-28 00:00:00,,33.0,,,,,65.0,,,87.0,大里,,,12.0,,
75,2.0,,,,,2026-03-28 00:00:00,,21.0,,,,,63.0,,,75.0,沙鹿,,,6.0,,
77,3.0,,,,,2026-03-28 00:00:00,,36.0,,,,,58.0,,,77.0,豐原,,,38.0,,
59,3.0,,,,,2026-03-28 00:00:00,,17.0,,,,,45.0,,,59.0,三義,,,0.0,,
65,2.0,,,,,2026-03-28 00:00:00,,26.0,,,,,53.0,,,65.0,苗栗,,,19.0,,
66,3.0,,,,,2026-03-28 00:00:00,,36.0,,,,,64.0,,,66.0,頭份,,,12.0,,
64,3.0,,,,,2026-03-28 00:00:00,,33.0,,,,,62.0,,,64.0,新竹,,,6.0,,
49,3.0,,,,,2026-03-28 00:00:00,,38.0,,,,,33.0,,,49.0,竹東,,,0.0,,
61,2.0,,,,,2026-03-28 00:00:00,,24.0,,,,,58.0,,,61.0,湖口,,,6.0,,
60,3.0,,,,,2026-03-28 00:00:00,,38.0,,,,,48.0,,,60.0,龍潭,,,6.0,,
64,3.0,,,,,2026-03-28 00:00:00,,48.0,,,,,62.0,,,64.0,平鎮,,,0.0,,
74,2.0,,,,,2026-03-28 00:00:00,,17.0,,,,,50.0,,,60.0,觀音,,,6.0,,
64,2.0,,,,,2026-03-28 00:00:00,,53.0,,,,,59.0,,,58.0,大園,,,12.0,,
49,3.0,,,,,2026-03-28 00:00:00,,43.0,,,,,38.0,,,45.0,桃園,,,6.0,,
64,10.0,,,,,2026-03-28 00:00:00,,64.0,,,,,38.0,,,55.0,大同,,,6.0,,
51,3.0,,,,,2026-03-28 00:00:00,,51.0,,,,,40.0,,,49.0,松山,,,12.0,,
44,3.0,,,,,2026-03-28 00:00:00,,38.0,,,,,38.0,,,41.0,古亭,,,12.0,,
51,5.0,,,,,2026-03-28 00:00:00,,51.0,,,,,37.0,,,51.0,萬華,,,12.0,,
56,5.0,,,,,2026-03-28 00:00:00,,52.0,,,,,45.0,,,56.0,中山,,,6.0,,
50,3.0,,,,,2026-03-28 00:00:00,,26.0,,,,,37.0,,,37.0,士林,,,6.0,,
